Timestamp;BrowLowererL;BrowLowererR;CheekPuffL;CheekPuffR;CheekRaiserL;CheekRaiserR;CheekSuckL;CheekSuckR;ChinRaiserB;ChinRaiserT;DimplerL;DimplerR;EyesClosedL;EyesClosedR;EyesLookDownL;EyesLookDownR;EyesLookLeftL;EyesLookLeftR;EyesLookRightL;EyesLookRightR;EyesLookUpL;EyesLookUpR;InnerBrowRaiserL;InnerBrowRaiserR;JawDrop;JawSidewaysLeft;JawSidewaysRight;JawThrust;LidTightenerL;LidTightenerR;LipCornerDepressorL;LipCornerDepressorR;LipCornerPullerL;LipCornerPullerR;LipFunnelerLB;LipFunnelerLT;LipFunnelerRB;LipFunnelerRT;LipPressorL;LipPressorR;LipPuckerL;LipPuckerR;LipStretcherL;LipStretcherR;LipSuckLB;LipSuckLT;LipSuckRB;LipSuckRT;LipTightenerL;LipTightenerR;LipsToward;LowerLipDepressorL;LowerLipDepressorR;MouthLeft;MouthRight;NoseWrinklerL;NoseWrinklerR;OuterBrowRaiserL;OuterBrowRaiserR;UpperLidRaiserL;UpperLidRaiserR;UpperLipRaiserL;UpperLipRaiserR;TongueTipInterdental;TongueTipAlveolar;TongueFrontDorsalPalate;TongueMidDorsalPalate;TongueBackDorsalVelar;TongueOut;TongueRetreat
7,70807;0,0000;0,0000;0,0000;0,0000;0,0179;0,0103;0,0208;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2769;0,1915;0,1497;0,1511;0,0043;0,0006;0,0815;0,0036;0,0422;0,0000;0,0000;0,0002;0,1016;0,0810;0,0000;0,0000;0,0000;0,0155;0,0000;0,0167;0,0000;0,0000;0,0082;0,0086;0,0001;0,0000;0,0180;0,0000;0,0084;0,0000;0,0084;0,0000;0,0624;0,0000;0,0000;0,0000;0,0464;0,0000;0,0000;0,0125;0,0000;0,0000;0,0000;0,0000;0,0081;0,0054;0,0433;0,0003;0,0010;0,0045;0,0000;0,0164
8,027352;0,0000;0,0000;0,0000;0,0000;0,0158;0,0109;0,0262;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1496;0,0632;0,1893;0,1901;0,0005;0,0001;0,0763;0,0053;0,0472;0,0000;0,0000;0,0000;0,1031;0,0993;0,0000;0,0000;0,0000;0,0314;0,0002;0,0280;0,0000;0,0000;0,0108;0,0108;0,0000;0,0038;0,0082;0,0050;0,0108;0,0000;0,0153;0,0000;0,0647;0,0000;0,0000;0,0000;0,0361;0,0000;0,0000;0,0011;0,0000;0,0000;0,0000;0,0000;0,0108;0,0013;0,0027;0,0001;0,0001;0,0009;0,0000;0,0012
8,161661;0,0000;0,0000;0,0000;0,0000;0,0166;0,0109;0,0219;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1022;0,0157;0,1936;0,1940;0,0002;0,0000;0,1202;0,0094;0,0463;0,0000;0,0000;0,0000;0,0877;0,0755;0,0000;0,0000;0,0000;0,0197;0,0001;0,0195;0,0000;0,0000;0,0109;0,0109;0,0000;0,0007;0,0206;0,0008;0,0109;0,0000;0,0050;0,0000;0,0721;0,0000;0,0000;0,0000;0,0275;0,0000;0,0000;0,0005;0,0000;0,0000;0,0000;0,0000;0,0085;0,0019;0,0066;0,0001;0,0001;0,0019;0,0000;0,0029
8,271105;0,0000;0,0000;0,0000;0,0000;0,0113;0,0024;0,0140;0,0016;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1560;0,0698;0,1597;0,1604;0,0001;0,0000;0,1239;0,0008;0,0262;0,0000;0,0000;0,0000;0,0767;0,0633;0,0000;0,0000;0,0000;0,0006;0,0000;0,0007;0,0000;0,0000;0,0007;0,0007;0,0000;0,0002;0,0257;0,0001;0,0109;0,0000;0,0003;0,0000;0,0681;0,0000;0,0000;0,0000;0,0144;0,0000;0,0000;0,0002;0,0000;0,0000;0,0000;0,0000;0,0030;0,0004;0,0009;0,0000;0,0000;0,0004;0,0000;0,0005
8,435017;0,0000;0,0000;0,0000;0,0000;0,0241;0,0096;0,0111;0,0003;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1461;0,0599;0,1568;0,1575;0,0000;0,0000;0,0688;0,0001;0,0145;0,0000;0,0000;0,0000;0,0666;0,0583;0,0000;0,0000;0,0000;0,0290;0,0000;0,0252;0,0000;0,0000;0,0091;0,0091;0,0000;0,0000;0,0456;0,0000;0,0457;0,0000;0,0000;0,0000;0,0625;0,0000;0,0000;0,0000;0,0178;0,0000;0,0000;0,0001;0,0000;0,0000;0,0000;0,0000;0,0099;0,0714;0,1096;0,0004;0,0006;0,0030;0,0000;0,0344
8,532706;0,0000;0,0000;0,0000;0,0000;0,0215;0,0105;0,0204;0,0001;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1402;0,0539;0,1503;0,1509;0,0000;0,0000;0,0692;0,0035;0,0283;0,0000;0,0000;0,0000;0,0862;0,0837;0,0000;0,0000;0,0000;0,0374;0,0000;0,0337;0,0000;0,0000;0,0105;0,0105;0,0000;0,0000;0,0201;0,0000;0,0219;0,0000;0,0056;0,0000;0,0674;0,0000;0,0000;0,0000;0,0299;0,0000;0,0000;0,0001;0,0000;0,0000;0,0000;0,0000;0,0106;0,0214;0,0350;0,0003;0,0007;0,0027;0,0000;0,0117
8,711478;0,0000;0,0000;0,0000;0,0000;0,0423;0,0171;0,0140;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1449;0,0581;0,2728;0,2740;0,0286;0,0125;0,1148;0,0107;0,0598;0,0000;0,0250;0,0000;0,1006;0,0905;0,0000;0,0000;0,0000;0,0426;0,0000;0,0329;0,0000;0,0000;0,0138;0,0108;0,0000;0,0000;0,0024;0,0000;0,0085;0,0000;0,0242;0,0000;0,0746;0,0000;0,0000;0,0000;0,0574;0,0000;0,0000;0,0163;0,0030;0,0000;0,0000;0,0000;0,0094;0,0011;0,0009;0,0000;0,0001;0,0004;0,0000;0,0009
8,830513;0,0000;0,0000;0,0000;0,0000;0,0153;0,0078;0,0258;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1674;0,0805;0,3058;0,3073;0,0133;0,0063;0,1293;0,0039;0,0554;0,0000;0,0050;0,0000;0,1030;0,1024;0,0000;0,0000;0,0000;0,0291;0,0000;0,0236;0,0000;0,0000;0,0173;0,0109;0,0000;0,0000;0,0068;0,0000;0,0102;0,0000;0,0182;0,0000;0,0819;0,0000;0,0000;0,0000;0,0476;0,0000;0,0000;0,0081;0,0016;0,0000;0,0000;0,0000;0,0104;0,0003;0,0002;0,0000;0,0000;0,0001;0,0000;0,0003
9,005285;0,0000;0,0000;0,0000;0,0000;0,0110;0,0010;0,0171;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1643;0,0773;0,3157;0,3172;0,0036;0,0018;0,1313;0,0002;0,0487;0,0000;0,0002;0,0000;0,0997;0,0927;0,0000;0,0000;0,0000;0,0110;0,0000;0,0110;0,0000;0,0000;0,0113;0,0078;0,0000;0,0000;0,0362;0,0000;0,0360;0,0000;0,0104;0,0000;0,0834;0,0000;0,0000;0,0000;0,0459;0,0000;0,0000;0,0023;0,0005;0,0000;0,0000;0,0000;0,0108;0,0018;0,0392;0,0001;0,0001;0,0014;0,0000;0,0237
9,130932;0,0000;0,0000;0,0000;0,0000;0,0109;0,0078;0,0256;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4762;0,3925;0,2736;0,2783;0,0019;0,0010;0,1407;0,0000;0,0701;0,0000;0,0001;0,0000;0,0743;0,0725;0,0000;0,0000;0,0000;0,0109;0,0000;0,0109;0,0000;0,0000;0,0110;0,0047;0,0000;0,0000;0,0494;0,0000;0,0361;0,0000;0,0048;0,0000;0,0890;0,0000;0,0000;0,0000;0,0507;0,0000;0,0000;0,0013;0,0003;0,0000;0,0000;0,0000;0,0109;0,0005;0,0024;0,0000;0,0000;0,0004;0,0000;0,0033
9,297738;0,0000;0,0000;0,0000;0,0000;0,0109;0,0005;0,0271;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4716;0,3878;0,2777;0,2824;0,0006;0,0003;0,0965;0,0000;0,0157;0,0000;0,0000;0,0000;0,0772;0,0661;0,0000;0,0000;0,0000;0,0127;0,0000;0,0116;0,0000;0,0000;0,0097;0,0083;0,0000;0,0000;0,0392;0,0000;0,0400;0,0000;0,0003;0,0000;0,0770;0,0000;0,0000;0,0000;0,0277;0,0000;0,0000;0,0004;0,0001;0,0000;0,0000;0,0000;0,0109;0,0001;0,0001;0,0000;0,0000;0,0000;0,0000;0,0002
9,427233;0,0000;0,0000;0,0000;0,0000;0,0109;0,0045;0,0174;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4785;0,3948;0,2686;0,2732;0,0003;0,0002;0,0882;0,0000;0,0331;0,0000;0,0000;0,0000;0,0805;0,0598;0,0000;0,0000;0,0000;0,0088;0,0000;0,0083;0,0000;0,0000;0,0048;0,0049;0,0000;0,0000;0,0616;0,0000;0,0582;0,0000;0,0043;0,0000;0,0766;0,0000;0,0000;0,0000;0,0345;0,0000;0,0000;0,0002;0,0001;0,0000;0,0000;0,0000;0,0109;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0001
9,587115;0,0000;0,0000;0,0000;0,0000;0,0275;0,0106;0,0110;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0635;0,0227;0,0000;0,0891;0,0890;0,0001;0,0001;0,0950;0,0000;0,0337;0,0000;0,0000;0,0000;0,0685;0,0580;0,0000;0,0000;0,0000;0,0046;0,0000;0,0047;0,0000;0,0000;0,0031;0,0002;0,0031;0,0011;0,0660;0,0000;0,0660;0,0000;0,0002;0,0000;0,0710;0,0000;0,0000;0,0045;0,0449;0,0000;0,0000;0,0001;0,0000;0,0000;0,0000;0,0000;0,0109;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
9,710034;0,0000;0,0000;0,0000;0,0000;0,0273;0,0108;0,0202;0,0000;0,0000;0,0000;0,0000;0,0000;0,0058;0,0000;0,0000;0,0000;0,0000;0,0633;0,0230;0,0000;0,0905;0,0905;0,0001;0,0000;0,0952;0,0000;0,0134;0,0000;0,0000;0,0000;0,0680;0,0438;0,0000;0,0000;0,0000;0,0011;0,0000;0,0011;0,0000;0,0000;0,0010;0,0001;0,0012;0,0005;0,0466;0,0000;0,0456;0,0000;0,0001;0,0000;0,0736;0,0000;0,0000;0,0018;0,0136;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0050;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
9,872035;0,0000;0,0000;0,0000;0,0000;0,0203;0,0109;0,0141;0,0000;0,0000;0,0000;0,0000;0,0000;0,0005;0,0000;0,0000;0,0000;0,0000;0,0000;0,1547;0,0684;0,1886;0,1894;0,0000;0,0000;0,0571;0,0000;0,0120;0,0000;0,0003;0,0000;0,0590;0,0390;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0001;0,0000;0,0001;0,0001;0,0346;0,0000;0,0255;0,0000;0,0000;0,0000;0,0539;0,0000;0,0000;0,0002;0,0118;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0058;0,5609;0,0230;0,0003;0,0012;0,0031;0,0000;0,0398
9,956602;0,0000;0,0000;0,0000;0,0000;0,0167;0,0109;0,0053;0,0000;0,0000;0,0000;0,0000;0,0000;0,0002;0,0000;0,0000;0,0000;0,0000;0,0000;0,1633;0,0770;0,1885;0,1894;0,0000;0,0000;0,0578;0,0000;0,0111;0,0000;0,0002;0,0000;0,0573;0,0382;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0548;0,0000;0,0490;0,0000;0,0000;0,0000;0,0533;0,0000;0,0000;0,0001;0,0110;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0090;0,0943;0,0336;0,0005;0,0013;0,0048;0,0000;0,0240
10,10345;0,0000;0,0000;0,0000;0,0000;0,0139;0,0109;0,0044;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0368;0,1241;0,0000;0,0000;0,3432;0,3421;0,0000;0,0000;0,0642;0,0000;0,0158;0,0000;0,0000;0,0000;0,0706;0,0536;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0045;0,0000;0,0656;0,0000;0,0631;0,0016;0,0000;0,0000;0,0627;0,0000;0,0000;0,0000;0,0307;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0106;0,0000;0,0021;0,0001;0,0002;0,0007;0,0000;0,0017
10,18292;0,0000;0,0000;0,0000;0,0000;0,0125;0,0109;0,0066;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0614;0,1486;0,0000;0,0000;0,3452;0,3438;0,0000;0,0000;0,0647;0,0000;0,0136;0,0000;0,0000;0,0000;0,0686;0,0539;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0028;0,0000;0,0476;0,0000;0,0485;0,0011;0,0000;0,0000;0,0602;0,0000;0,0000;0,0000;0,0189;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0107;0,0000;0,0012;0,0001;0,0001;0,0004;0,0000;0,0009
10,36124;0,0000;0,0000;0,0000;0,0000;0,0109;0,0009;0,0105;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0560;0,1432;0,0000;0,0000;0,3544;0,3530;0,0000;0,0000;0,0624;0,0000;0,0110;0,0000;0,0000;0,0000;0,0613;0,0523;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0002;0,0000;0,0313;0,0000;0,0199;0,0001;0,0000;0,0000;0,0581;0,0000;0,0000;0,0000;0,0096;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0093;0,0000;0,0001;0,0000;0,0000;0,0000;0,0000;0,0001
10,48706;0,0000;0,0000;0,0000;0,0000;0,0142;0,0002;0,0012;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0203;0,0675;0,0000;0,4031;0,4035;0,0000;0,0000;0,0570;0,0000;0,0109;0,0000;0,0000;0,0000;0,0640;0,0512;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0001;0,0000;0,0404;0,0000;0,0351;0,0000;0,0000;0,0000;0,0558;0,0000;0,0000;0,0000;0,0203;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0104;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
10,63431;0,0000;0,0000;0,0000;0,0000;0,0117;0,0000;0,0073;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0087;0,0788;0,0000;0,3765;0,3770;0,0000;0,0000;0,0551;0,0000;0,0109;0,0000;0,0000;0,0000;0,0632;0,0463;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0059;0,0000;0,0118;0,0000;0,0000;0,0000;0,0398;0,0000;0,0000;0,0000;0,0129;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0084;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
10,7035;0,0000;0,0000;0,0000;0,0000;0,0114;0,0058;0,0088;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2839;0,1979;0,2893;0,2921;0,0000;0,0000;0,0824;0,0000;0,0109;0,0000;0,0000;0,0000;0,0455;0,0414;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0017;0,0000;0,0039;0,0000;0,0000;0,0000;0,0417;0,0000;0,0000;0,0000;0,0121;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0093;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
10,79984;0,0000;0,0000;0,0000;0,0000;0,0110;0,0079;0,0105;0,0038;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5259;0,4433;0,1868;0,1903;0,0000;0,0000;0,0866;0,0000;0,0393;0,0000;0,0000;0,0000;0,0727;0,0673;0,0000;0,0000;0,0000;0,0096;0,0000;0,0096;0,0000;0,0000;0,0096;0,0000;0,0000;0,0000;0,0019;0,0000;0,0090;0,0000;0,0084;0,0000;0,0704;0,0000;0,0000;0,0000;0,0422;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0093;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
10,93234;0,0000;0,0000;0,0000;0,0000;0,0109;0,0052;0,0232;0,0028;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5221;0,4394;0,1879;0,1915;0,0000;0,0000;0,0699;0,0059;0,0213;0,0000;0,0000;0,0000;0,0868;0,0861;0,0000;0,0000;0,0000;0,0151;0,0000;0,0106;0,0000;0,0000;0,0106;0,0096;0,0000;0,0000;0,0002;0,0000;0,0044;0,0000;0,0235;0,0075;0,0677;0,0000;0,0000;0,0000;0,0240;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0048;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
11,0708;0,0000;0,0000;0,0000;0,0000;0,0208;0,0088;0,0124;0,0003;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4875;0,4044;0,1701;0,1731;0,0000;0,0000;0,0639;0,0007;0,0193;0,0000;0,0000;0,0000;0,0740;0,0652;0,0000;0,0000;0,0000;0,0055;0,0000;0,0052;0,0000;0,0000;0,0108;0,0063;0,0000;0,0000;0,0000;0,0000;0,0060;0,0000;0,0103;0,0008;0,0598;0,0000;0,0000;0,0000;0,0291;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0030;0,0033;0,0045;0,0001;0,0001;0,0020;0,0000;0,0023
11,20981;0,0000;0,0000;0,0000;0,0000;0,0304;0,0104;0,0258;0,0001;0,0000;0,0000;0,0000;0,0000;0,0072;0,0000;0,0000;0,0000;0,0000;0,0363;0,0499;0,0000;0,0220;0,0220;0,0000;0,0000;0,1093;0,0038;0,0398;0,0000;0,0023;0,0000;0,0876;0,0624;0,0000;0,0000;0,0000;0,0086;0,0000;0,0032;0,0000;0,0000;0,0037;0,0013;0,0000;0,0000;0,0165;0,0038;0,0174;0,0000;0,0085;0,0002;0,0597;0,0000;0,0000;0,0000;0,0396;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0095;0,0030;0,0071;0,0001;0,0001;0,0028;0,0000;0,0024
11,35806;0,0000;0,0000;0,0000;0,0000;0,0274;0,0108;0,0271;0,0000;0,0000;0,0000;0,0000;0,0000;0,0127;0,0000;0,0000;0,0000;0,0000;0,0286;0,0575;0,0000;0,0223;0,0223;0,0000;0,0000;0,1231;0,0005;0,0330;0,0000;0,0003;0,0000;0,0672;0,0561;0,0000;0,0000;0,0000;0,0004;0,0000;0,0002;0,0000;0,0000;0,0002;0,0001;0,0000;0,0000;0,0249;0,0005;0,0119;0,0000;0,0004;0,0000;0,0620;0,0000;0,0000;0,0000;0,0189;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0107;0,0004;0,0008;0,0000;0,0000;0,0004;0,0000;0,0003
11,47741;0,0000;0,0000;0,0000;0,0000;0,0272;0,0108;0,0139;0,0000;0,0000;0,0000;0,0000;0,0000;0,0059;0,0000;0,0000;0,0000;0,0000;0,0130;0,0732;0,0000;0,0194;0,0194;0,0000;0,0000;0,0842;0,0002;0,0272;0,0000;0,0001;0,0000;0,0702;0,0595;0,0000;0,0000;0,0000;0,0001;0,0000;0,0001;0,0000;0,0000;0,0001;0,0000;0,0000;0,0000;0,0255;0,0002;0,0210;0,0000;0,0055;0,0000;0,0678;0,0000;0,0000;0,0000;0,0447;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0108;0,0001;0,0003;0,0000;0,0000;0,0001;0,0000;0,0001
11,63892;0,0000;0,0000;0,0000;0,0000;0,0532;0,0320;0,0175;0,0000;0,0000;0,0000;0,0000;0,0000;0,0493;0,0125;0,0000;0,0000;0,1125;0,1984;0,0000;0,0000;0,0738;0,0734;0,0175;0,0130;0,0650;0,0000;0,0368;0,0000;0,0198;0,0042;0,0844;0,0739;0,0000;0,0000;0,0000;0,0204;0,0000;0,0205;0,0000;0,0000;0,0098;0,0050;0,0000;0,0000;0,0059;0,0000;0,0126;0,0000;0,0048;0,0000;0,0550;0,0000;0,0000;0,0000;0,0349;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0109;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
11,78322;0,0000;0,0000;0,0000;0,0000;0,0417;0,0132;0,0133;0,0000;0,0000;0,0000;0,0000;0,0000;0,0173;0,0017;0,0000;0,0000;0,0715;0,1575;0,0000;0,0000;0,0938;0,0934;0,0083;0,0064;0,0548;0,0038;0,0174;0,0000;0,0023;0,0012;0,0813;0,0606;0,0000;0,0000;0,0000;0,0096;0,0000;0,0097;0,0000;0,0000;0,0042;0,0041;0,0000;0,0000;0,0024;0,0000;0,0048;0,0000;0,0010;0,0000;0,0472;0,0000;0,0000;0,0000;0,0281;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0109;0,0178;0,1116;0,0003;0,0005;0,0054;0,0000;0,0059
11,92941;0,0273;0,0000;0,0000;0,0000;0,0944;0,0600;0,0158;0,0000;0,0000;0,0000;0,0000;0,0000;0,6221;0,3485;0,0000;0,0000;0,0000;0,0727;0,0138;0,0000;0,1891;0,1889;0,1028;0,0704;0,0573;0,0041;0,0240;0,0000;0,1135;0,0906;0,1058;0,0896;0,0000;0,0000;0,0000;0,0184;0,0000;0,0168;0,0000;0,0000;0,0096;0,0084;0,0000;0,0000;0,0040;0,0000;0,0099;0,0000;0,0024;0,0000;0,0572;0,0000;0,0000;0,0000;0,0289;0,0000;0,0000;0,0219;0,0090;0,0000;0,0000;0,0000;0,0098;0,0025;0,0072;0,0001;0,0001;0,0009;0,0000;0,0009
12,06777;0,0097;0,0000;0,0000;0,0000;0,0158;0,0139;0,0114;0,0000;0,0000;0,0000;0,0000;0,0000;0,0009;0,0003;0,0000;0,0000;0,0000;0,0000;0,1225;0,0358;0,2512;0,2520;0,0271;0,0199;0,0834;0,0073;0,0287;0,0000;0,0021;0,0006;0,1036;0,0805;0,0000;0,0000;0,0000;0,0145;0,0000;0,0119;0,0000;0,0000;0,0107;0,0067;0,0000;0,0000;0,0003;0,0000;0,0023;0,0000;0,0210;0,0000;0,0597;0,0000;0,0000;0,0000;0,0281;0,0000;0,0000;0,0119;0,0037;0,0000;0,0000;0,0000;0,0035;0,0005;0,0010;0,0000;0,0000;0,0002;0,0000;0,0002
12,21686;0,0032;0,0000;0,0000;0,0000;0,0280;0,0109;0,0265;0,0000;0,0000;0,0000;0,0000;0,0000;0,0131;0,0105;0,0000;0,0000;0,0000;0,0000;0,2620;0,1760;0,2484;0,2506;0,0059;0,0050;0,0895;0,0006;0,0451;0,0000;0,0031;0,0000;0,0802;0,0655;0,0000;0,0000;0,0000;0,0006;0,0000;0,0006;0,0000;0,0000;0,0008;0,0005;0,0025;0,0025;0,0338;0,0000;0,0298;0,0000;0,0008;0,0000;0,0580;0,0000;0,0000;0,0000;0,0449;0,0000;0,0000;0,0036;0,0013;0,0000;0,0000;0,0000;0,0066;0,0008;0,0019;0,0000;0,0001;0,0006;0,0000;0,0008
12,29444;0,0357;0,0000;0,0000;0,0000;0,1071;0,0539;0,0183;0,0000;0,0000;0,0000;0,0000;0,0000;0,8240;0,4127;0,0000;0,0000;0,0000;0,0000;0,2620;0,1760;0,2484;0,2506;0,0550;0,0441;0,0911;0,0004;0,0228;0,0000;0,1228;0,0886;0,0778;0,0586;0,0000;0,0000;0,0000;0,0003;0,0000;0,0004;0,0000;0,0000;0,0004;0,0003;0,0016;0,0016;0,0493;0,0000;0,0354;0,0000;0,0005;0,0000;0,0592;0,0000;0,0000;0,0000;0,0226;0,0000;0,0000;0,0029;0,0011;0,0000;0,0000;0,0000;0,0084;0,0005;0,0011;0,0000;0,0000;0,0004;0,0000;0,0005
12,44709;0,0103;0,0000;0,0000;0,0000;0,0631;0,0313;0,0105;0,0000;0,0000;0,0000;0,0000;0,0000;0,0575;0,0462;0,0000;0,0000;0,1053;0,1912;0,0000;0,0000;0,0392;0,0390;0,0461;0,0359;0,0656;0,0000;0,0118;0,0000;0,0250;0,0058;0,0723;0,0547;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0068;0,0007;0,0402;0,0000;0,0351;0,0000;0,0000;0,0000;0,0563;0,0000;0,0000;0,0063;0,0279;0,0000;0,0000;0,0037;0,0003;0,0000;0,0000;0,0000;0,0107;0,0001;0,0001;0,0000;0,0000;0,0000;0,0000;0,0001
12,65435;0,0033;0,0000;0,0000;0,0000;0,0804;0,0545;0,0217;0,0000;0,0000;0,0000;0,0000;0,0000;0,4089;0,1785;0,0000;0,0000;0,0000;0,0000;0,2101;0,1243;0,0467;0,0470;0,0723;0,0379;0,0867;0,0000;0,0109;0,0000;0,0927;0,0753;0,0736;0,0424;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0006;0,0001;0,0334;0,0000;0,0259;0,0000;0,0000;0,0000;0,0530;0,0000;0,0000;0,0007;0,0063;0,0000;0,0000;0,0149;0,0038;0,0000;0,0000;0,0000;0,0025;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
12,76166;0,1344;0,0000;0,0000;0,0000;0,1232;0,0973;0,0212;0,0000;0,0000;0,0000;0,0000;0,0000;0,7340;0,5775;0,0647;0,1377;0,1326;0,2184;0,0000;0,0000;0,0000;0,0000;0,1292;0,0819;0,0651;0,0000;0,0055;0,0000;0,0526;0,1702;0,0713;0,0459;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0073;0,0000;0,0633;0,0000;0,0608;0,0000;0,0000;0,0000;0,0553;0,0000;0,0000;0,0001;0,0051;0,0000;0,0000;0,0303;0,0089;0,0000;0,0000;0,0000;0,0068;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
